label,scenario,role,n_similar,n_occupied,condition,repeat,p_move,prompt_n,t
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,5,0.4532448486464735,170,1788718548.7673674
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,6,0.4532448486464735,170,1788718549.1370757
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,7,0.4532448486464735,170,1788718549.5070925
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,8,0.4532448486464735,170,1788718549.8763971
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,9,0.4532448486464735,170,1788718550.244664
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,10,0.4532448486464735,170,1788718550.624607
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,sequential,11,0.4532448486464735,170,1788718550.9934456
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,0,0.5042399318293636,170,1788718551.360443
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,1,0.5042399318293636,170,1788718551.7294664
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,2,0.5042399318293636,170,1788718552.1045105
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,3,0.5042399318293636,170,1788718552.4726818
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,4,0.5042399318293636,170,1788718552.8408253
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,5,0.5042399318293636,170,1788718553.2147634
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,6,0.5042399318293636,170,1788718553.581346
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,7,0.5042399318293636,170,1788718553.9526873
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,8,0.5042399318293636,170,1788718554.3400965
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,9,0.5042399318293636,170,1788718554.7095134
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,10,0.5042399318293636,170,1788718555.0758677
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,sequential,11,0.5042399318293636,170,1788718555.4443827
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,0,0.37213969230687227,170,1788718555.8183098
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,1,0.37213969230687227,170,1788718556.1873941
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,2,0.37213969230687227,170,1788718556.561988
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,3,0.37213969230687227,170,1788718556.929566
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,4,0.37213969230687227,170,1788718557.298546
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,5,0.37213969230687227,170,1788718557.6658502
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,6,0.37213969230687227,170,1788718558.0391572
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,7,0.37213969230687227,170,1788718558.408197
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,8,0.37213969230687227,170,1788718558.776431
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,9,0.37213969230687227,170,1788718559.1474204
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,10,0.37213969230687227,170,1788718559.5168273
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,sequential,11,0.37213969230687227,170,1788718559.8855138
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,0,0.2518589719579078,170,1788718560.2769866
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,1,0.2518589719579078,170,1788718560.6505148
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,2,0.2518589719579078,170,1788718561.0174475
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,3,0.2518589719579078,170,1788718561.384287
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,4,0.2518589719579078,170,1788718561.7531707
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,5,0.2518589719579078,170,1788718562.1164548
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,6,0.2518589719579078,170,1788718562.4886224
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,7,0.2518589719579078,170,1788718562.8573377
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,8,0.2518589719579078,170,1788718563.2257307
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,9,0.2518589719579078,170,1788718563.5943816
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,10,0.2518589719579078,170,1788718563.9613435
granite-4.2-30b-chat-grammar,baseline,blue,0,4,sequential,11,0.2518589719579078,170,1788718564.328751
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,0,0.12228226007771538,170,1788718564.7188556
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,1,0.12228226007771538,170,1788718565.091525
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,2,0.12228226007771538,170,1788718565.4600492
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,3,0.12228226007771538,170,1788718565.8284965
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,4,0.12228226007771538,170,1788718566.2023337
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,5,0.12228226007771538,170,1788718566.5701063
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,6,0.12228226007771538,170,1788718566.9461617
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,7,0.12228226007771538,170,1788718567.3186784
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,8,0.12228226007771538,170,1788718567.687507
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,9,0.12228226007771538,170,1788718568.0563893
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,10,0.12228226007771538,170,1788718568.4241505
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,sequential,11,0.12228226007771538,170,1788718568.7925136
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,0,0.04059953927112719,170,1788718569.1839938
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,1,0.04059953927112719,170,1788718569.5615225
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,2,0.04059953927112719,170,1788718569.9299624
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,3,0.04059953927112719,170,1788718570.3041344
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,4,0.04059953927112719,170,1788718570.67045
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,5,0.04059953927112719,170,1788718571.0413868
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,6,0.04059953927112719,170,1788718571.419517
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,7,0.04059953927112719,170,1788718571.7874713
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,8,0.04059953927112719,170,1788718572.1594136
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,9,0.04059953927112719,170,1788718572.5285301
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,10,0.04059953927112719,170,1788718572.9017763
granite-4.2-30b-chat-grammar,baseline,red,0,8,sequential,11,0.04059953927112719,170,1788718573.26948
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,0,0.9560179363642936,170,1788718573.656416
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,1,0.9560179363642936,170,1788718574.0326896
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,2,0.9560179363642936,170,1788718574.3997195
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,3,0.9560179363642936,170,1788718574.7676878
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,4,0.9560179363642936,170,1788718575.1403177
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,5,0.9560179363642936,170,1788718575.5079625
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,6,0.9560179363642936,170,1788718575.8840055
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,7,0.9560179363642936,170,1788718576.254834
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,8,0.9560179363642936,170,1788718576.6228688
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,9,0.9560179363642936,170,1788718576.9919572
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,10,0.9560179363642936,170,1788718577.359529
granite-4.2-30b-chat-grammar,baseline,blue,0,7,sequential,11,0.9560179363642936,170,1788718577.7259305
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,0,0.560156779294255,170,1788718580.593539
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,1,0.560156779294255,170,1788718580.593541
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,2,0.560156779294255,170,1788718580.5935416
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,3,0.560156779294255,170,1788718580.5935423
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,4,0.560156779294255,170,1788718580.5935428
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,5,0.560156779294255,170,1788718580.5935438
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,6,0.560156779294255,170,1788718580.5935442
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,7,0.560156779294255,170,1788718580.593545
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,8,0.560156779294255,170,1788718580.5935454
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,9,0.560156779294255,170,1788718580.5935464
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,10,0.560156779294255,170,1788718580.593547
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,11,0.560156779294255,170,1788718580.5935476
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,0,0.7134113311769609,170,1788718584.1269147
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,1,0.4811033606533375,170,1788718584.1269164
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,2,0.4811033606533375,170,1788718584.1269171
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,3,0.7134113311769609,170,1788718584.1269178
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,4,0.4811033606533375,170,1788718584.1269186
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,5,0.4811033606533375,170,1788718584.1269193
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,6,0.7134113311769609,170,1788718584.12692
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,7,0.7134113311769609,170,1788718584.1269205
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,8,0.4811033606533375,170,1788718584.1269212
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,9,0.4811033606533375,170,1788718584.126922
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,10,0.7134113311769609,170,1788718584.1269226
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,concurrent,11,0.7134113311769609,170,1788718584.126923
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,0,0.3747638873696383,170,1788718587.5386562
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,1,0.37325628479666423,170,1788718587.5386574
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,2,0.4271521397585836,170,1788718587.538658
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,3,0.4310920238505173,170,1788718587.5386581
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,4,0.25544086860050136,170,1788718587.5386586
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,5,0.23544057502131666,170,1788718587.5386634
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,6,0.34344494342897686,170,1788718587.5386636
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,7,0.5457718372352575,170,1788718587.5386639
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,8,0.25544086860050136,170,1788718587.538664
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,9,0.23544057502131666,170,1788718587.5386643
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,10,0.5457718372352575,170,1788718587.5386648
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,concurrent,11,0.34344494342897686,170,1788718587.538665
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,0,0.7623991966249404,170,1788718590.9341378
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,1,0.5593991279605214,170,1788718590.9341395
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,2,0.8221143957658587,170,1788718590.9341402
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,3,0.6283432841304321,170,1788718590.9341407
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,4,0.5593991279605214,170,1788718590.9341412
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,5,0.8221143957658587,170,1788718590.9341414
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,6,0.6283432841304321,170,1788718590.9341419
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,7,0.7623991966249404,170,1788718590.934142
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,8,0.4532448486464735,170,1788718590.934143
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,9,0.7409014701845346,170,1788718590.9341435
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,10,0.7237901687624043,170,1788718590.934144
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,concurrent,11,0.7097442150118229,170,1788718590.9341445
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,0,0.5104926824573573,170,1788718593.9686403
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,1,0.5042399318293636,170,1788718593.968642
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,2,0.5207076668743428,170,1788718593.9686432
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,3,0.6778290069752395,170,1788718593.968644
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,4,0.6181899493396327,170,1788718593.9686446
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,5,0.6181899493396327,170,1788718593.968646
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,6,0.6181899493396327,170,1788718593.968647
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,7,0.6181899493396327,170,1788718593.9686477
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,8,0.6181899493396327,170,1788718593.9686482
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,9,0.6181899493396327,170,1788718593.968649
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,10,0.6181899493396327,170,1788718593.9686496
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,11,0.6181899493396327,170,1788718593.9686503
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,0,0.23418765119040888,170,1788718597.3647928
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,1,0.37213969230687227,170,1788718597.3647947
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,2,0.38202977180518666,170,1788718597.3647954
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,3,0.2421356213732904,170,1788718597.3647962
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,4,0.2421356213732904,170,1788718597.3647966
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,5,0.38202977180518666,170,1788718597.364797
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,6,0.23418765119040888,170,1788718597.3647976
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,7,0.37213969230687227,170,1788718597.3647983
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,8,0.38202977180518666,170,1788718597.3647988
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,9,0.2421356213732904,170,1788718597.3647993
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,10,0.23418765119040888,170,1788718597.3647997
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,concurrent,11,0.37213969230687227,170,1788718597.3648002
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,0,0.31596018922485036,170,1788718600.7693217
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,1,0.35019564628631406,170,1788718600.7693233
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,2,0.22863246159834816,170,1788718600.769324
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,3,0.25935786962538704,170,1788718600.7693245
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,4,0.42650818824799025,170,1788718600.769325
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,5,0.2518589719579078,170,1788718600.7693253
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,6,0.35907437327311914,170,1788718600.7693257
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,7,0.2990636229518181,170,1788718600.7693264
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,8,0.2518589719579078,170,1788718600.7693267
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,9,0.42650818824799025,170,1788718600.7693279
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,10,0.35907437327311914,170,1788718600.7693284
granite-4.2-30b-chat-grammar,baseline,blue,0,4,concurrent,11,0.2990636229518181,170,1788718600.7693288
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,0,0.17838937044189174,170,1788718604.1732457
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,1,0.15631708968672084,170,1788718604.1732473
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,2,0.1810459142616692,170,1788718604.173248
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,3,0.4019225239759427,170,1788718604.1732488
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,4,0.4019225239759427,170,1788718604.1732492
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,5,0.1810459142616692,170,1788718604.1732497
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,6,0.17838937044189174,170,1788718604.1732502
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,7,0.15631708968672084,170,1788718604.173251
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,8,0.12228226007771538,170,1788718604.1732514
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,9,0.24079272868670337,170,1788718604.1732519
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,10,0.26864004135183156,170,1788718604.1732523
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,concurrent,11,0.176353323107708,170,1788718604.1732528
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,0,0.04059953927112719,170,1788718608.3882048
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,1,0.04059953927112719,170,1788718608.3882062
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,2,0.04059953927112719,170,1788718608.3882072
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,3,0.04059953927112719,170,1788718608.3882077
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,4,0.04059953927112719,170,1788718608.3882084
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,5,0.04059953927112719,170,1788718608.3882089
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,6,0.04059953927112719,170,1788718608.388209
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,7,0.04059953927112719,170,1788718608.3882098
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,8,0.04059953927112719,170,1788718608.3882105
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,9,0.04059953927112719,170,1788718608.3882108
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,10,0.04059953927112719,170,1788718608.3882113
granite-4.2-30b-chat-grammar,baseline,red,0,8,concurrent,11,0.04059953927112719,170,1788718608.3882117
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,0,0.9732005505524564,170,1788718611.233449
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,1,0.9732005505524564,170,1788718611.2334504
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,2,0.9732005505524564,170,1788718611.2334514
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,3,0.9732005505524564,170,1788718611.233452
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,4,0.9732005505524564,170,1788718611.2334523
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,5,0.9732005505524564,170,1788718611.2334533
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,6,0.9732005505524564,170,1788718611.2334538
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,7,0.9732005505524564,170,1788718611.233454
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,8,0.9732005505524564,170,1788718611.2334547
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,9,0.9732005505524564,170,1788718611.2334552
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,10,0.9732005505524564,170,1788718611.2334554
granite-4.2-30b-chat-grammar,baseline,blue,0,7,concurrent,11,0.9732005505524564,170,1788718611.233456
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,4,0.25935786962538704,170,1788718644.7007542
